"ID","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_2015","FARE_2014","FARE_2013","FARE_2012","FARE_2011","KM_2015","KM_2014","KM_2013","KM_2012","KM_2011","PET_FLAG","DENIED_BOARDING","SUITCASE_FLAG","LOUNGE_FLAG","BUYER_FLAG"
35,0,0,0,2,960,23,1840,1700,1890,1810,1910,1874,1878,1706,1630,1560,0,0,0,0,0
36,0,0,1,2,960,16,2020,1890,2050,1910,1810,2445,2411,2265,2365,1758,0,1,0,0,0
37,0,0,0,4,440,21,2000,1900,1850,1760,1720,1609,1549,1983,1596,1676,0,0,0,0,0
38,0,0,1,3,840,22,2450,2510,2740,2530,2650,2957,3006,2854,2938,2800,1,0,0,0,0
39,0,0,0,4,440,23,1580,1660,1740,1730,1700,2053,1906,1700,1579,1496,0,0,0,0,0
40,0,0,1,2,880,15,1710,1820,1890,1750,1820,2267,2077,1893,2289,2079,0,1,0,1,0
41,0,0,1,6,440,25,2650,2550,2550,2580,2620,3136,2568,2570,2683,2859,0,0,0,0,0
42,0,0,0,4,400,23,1650,1570,1520,1450,1620,2098,1672,1913,1510,1577,0,1,0,0,0
43,1,0,0,6,560,26,3340,3060,3990,4010,4210,4758,4475,4462,4418,4178,0,0,0,1,0
44,0,1,0,4,640,24,2530,2390,2490,2540,2570,2963,3055,2576,3177,3362,0,0,0,0,0
45,0,0,0,3,600,21,1800,1870,1720,2050,1860,1786,1724,1794,2017,2108,0,0,0,0,0
46,0,0,1,4,480,20,1730,1780,1800,1820,1820,1881,2703,2620,1927,1878,0,0,0,0,0
47,0,0,0,7,200,15,1160,1240,1280,1350,1250,1968,2040,2072,1631,1028,0,0,0,0,0
48,0,0,0,4,440,23,970,1000,1030,1670,1710,1356,996,1676,1146,1410,0,0,0,0,0
49,0,0,0,5,440,20,2140,2100,2040,2070,1990,1549,1712,954,1260,1217,0,0,0,0,0
50,0,0,0,4,400,19,1530,1530,1540,1550,1600,1598,1468,1656,2004,2330,0,0,0,0,0
51,0,0,0,3,400,19,1190,1310,1300,1330,1310,1366,1586,1594,1269,1070,0,0,0,0,0
52,0,0,0,4,360,15,1360,1370,1390,1380,1450,1201,1201,1472,1381,1375,0,1,0,0,0
53,0,0,0,4,520,16,2150,2080,1990,2020,2140,1878,1846,1950,1847,1920,0,0,0,0,1
54,0,0,0,3,640,19,1860,1800,1600,1600,1690,1147,1204,1343,1348,1463,0,0,0,0,0
55,0,0,0,6,280,12,1760,1520,1620,1650,1580,1812,1502,1507,1282,1238,0,0,0,0,0
56,0,0,0,3,480,17,1920,1670,1380,770,1510,2480,2182,1612,1312,1276,0,0,0,0,0
57,0,0,0,0,0,15,1270,1240,1320,1320,1300,1273,1532,1540,1179,1069,0,0,0,0,0
58,0,0,1,5,440,20,2110,1970,2010,2020,2130,1899,2074,2437,2051,1717,1,0,0,0,1
59,0,0,0,2,880,22,1750,1690,1770,1800,1790,1356,1548,1889,1667,1379,0,0,0,0,0
60,0,0,1,5,520,26,2630,2640,2560,2580,2450,2679,2767,2735,2177,2339,0,0,0,0,0
61,0,0,1,6,360,15,2060,2050,2110,2210,2100,2486,2514,2524,1878,1947,0,0,0,1,0
62,0,0,0,4,320,23,1260,1320,1460,1680,1550,1381,1162,1854,1843,1577,0,0,0,0,0
63,0,0,1,6,400,21,2210,2150,2180,2230,2230,1940,2433,2179,2477,2476,0,0,0,1,0
64,0,0,0,3,560,21,1990,1860,1670,1550,1350,1515,1131,1264,1388,809,0,0,0,0,0
65,0,0,1,2,1120,25,2220,2210,2300,2240,2180,2294,2316,2202,2034,2365,1,0,0,0,0
66,0,0,0,3,480,16,1400,1310,1440,1350,1460,1301,1084,783,936,1235,0,0,0,0,0
67,0,0,0,4,480,30,1820,1860,1840,1750,1790,1860,1768,2002,2238,1970,0,0,0,0,0
68,0,0,0,5,280,7,1380,1370,1300,1270,1410,1600,1473,1232,1167,1383,0,0,0,0,0
69,0,0,0,5,280,14,1320,1340,1250,1260,1360,1617,1369,1427,1543,1440,0,0,0,0,0
70,0,0,0,4,400,20,1440,1510,1500,1460,1370,1615,1940,1916,1804,1636,0,0,0,0,0
71,0,0,0,3,560,25,1580,1660,1580,1440,1410,1843,1829,1515,1187,1449,0,1,0,0,0
72,0,0,0,4,320,15,1330,1430,1280,1260,1260,1875,1613,1693,1395,1405,0,0,0,0,0
73,0,0,0,1,1800,15,1830,1860,1730,1790,1760,2026,2017,1806,1601,2156,0,0,0,0,0
74,0,0,0,4,360,16,1290,1280,1300,1410,1470,955,1244,1415,1062,1327,0,0,0,0,0
75,0,0,1,3,760,23,2290,2260,2210,2430,2460,2267,2571,2727,2799,2708,1,1,0,1,0
76,0,0,0,3,520,25,1670,1600,1640,1640,1500,779,1043,1079,1217,1302,0,1,0,0,0
77,0,0,1,3,640,20,1740,1830,1840,1830,1740,2403,2311,2020,2121,1843,0,0,0,0,0
78,0,1,0,1,3360,27,3290,3300,3330,3370,3380,3758,3859,3142,3518,3264,0,1,0,0,0
79,0,0,0,5,280,13,1220,1220,1270,1290,1340,1321,1500,1165,1411,1645,0,0,0,0,0
80,0,0,0,2,880,22,1800,1770,1840,1780,1700,724,1196,938,1064,1341,0,0,0,0,0
81,0,0,0,3,600,23,1730,1780,1800,1860,1690,1583,1777,1565,1641,1654,0,0,0,0,0
82,0,0,1,3,600,11,1630,1610,1620,1700,1750,2342,2391,2261,2183,2066,0,0,0,1,0
83,0,0,0,3,440,16,1280,1310,1220,1240,1220,1778,1890,1458,1628,995,0,0,0,0,0
84,0,0,0,2,800,20,1550,1530,1470,1670,1690,1684,1664,1590,1907,2150,0,0,0,0,0
85,0,0,1,4,520,21,2230,2120,2120,1990,2060,2406,2602,2364,1916,1868,0,0,0,1,1
86,0,0,0,2,920,24,1830,1810,1820,1710,1700,2311,1869,1659,1999,1688,0,0,0,0,0
87,0,0,0,4,360,26,1900,1490,1330,760,1170,1794,1776,1497,1062,895,0,1,0,0,0
88,0,0,0,3,440,21,1170,1220,1280,1330,1250,1242,997,1035,941,707,0,0,0,0,0
89,0,0,0,7,200,20,1250,1280,1230,1260,1330,798,1128,1137,1611,1677,0,0,0,0,0
90,0,0,0,2,640,23,1220,1210,1170,1120,1230,1496,1016,1250,1438,1142,0,0,0,0,0
91,0,0,1,5,480,24,2560,2340,2580,2700,2620,2964,3033,2568,2564,2615,0,0,1,0,0
92,0,0,0,0,0,27,1630,1660,1740,1630,1720,1787,1867,1862,2005,1909,0,0,0,0,0
93,0,0,0,2,960,17,1770,1850,1700,1610,1630,914,1210,1533,1286,1220,0,0,0,0,0
94,0,0,0,3,560,26,1780,1610,1790,1830,1750,1964,2040,2052,1619,1666,0,0,0,0,0
95,0,0,0,5,240,22,1220,1130,970,1040,1090,1261,1125,507,543,998,0,1,0,0,0
96,0,0,0,3,480,28,1380,1350,1330,1270,1430,1706,1338,1611,1454,1815,0,0,0,0,0
97,0,0,0,3,520,16,1340,1280,1360,1400,1450,1403,1751,2091,1861,1801,0,0,0,0,0
98,0,0,0,1,1400,16,1450,1430,1380,1360,1290,1207,1335,1230,1223,1236,0,0,0,0,0
99,0,0,0,3,640,24,1620,1820,1600,1860,1740,1720,1745,1779,2001,1989,0,0,0,0,0
100,0,0,0,3,520,16,1370,1370,1430,1440,1480,1019,1241,1323,1787,2209,0,0,0,0,0
101,0,0,0,6,240,11,1470,1390,1380,1300,1170,1446,1151,1068,861,628,0,0,0,0,0
102,0,0,0,3,760,18,2160,2180,2200,2180,2150,1786,1688,1946,2276,2094,0,0,0,0,0
103,0,0,0,5,400,24,1710,1830,1860,1820,1730,1859,1198,1540,1407,1368,0,0,0,0,0
104,0,0,1,5,400,26,1800,1870,1730,1920,2030,2103,2107,2432,2072,1879,0,0,0,0,1
105,0,0,0,1,1640,22,1590,1610,1620,1620,1630,1817,1555,2052,2105,1557,0,0,0,0,0
106,0,0,0,4,360,12,1360,1280,1290,1320,1310,1301,1567,934,1249,946,0,1,0,0,0
107,0,0,0,4,280,17,1100,1440,1180,1120,1360,1280,1396,1362,1824,1682,0,1,0,0,0
108,0,0,0,4,360,23,1370,1300,1310,1400,1570,1448,1721,2162,1973,2089,0,0,0,0,0
109,0,0,1,3,640,22,1750,1730,1720,1760,1890,2059,2084,1768,2263,2420,0,0,0,1,0
110,0,0,0,6,240,22,1330,1370,1410,1390,1460,1196,1005,1420,1339,1187,0,0,0,0,0
111,0,0,0,2,960,20,1870,1910,1790,1730,1690,1951,1780,1426,1690,1486,0,0,0,0,0
112,0,0,0,5,280,12,1310,1350,1370,1390,1360,1132,1710,1512,1617,1713,0,0,0,0,0
113,0,0,0,6,240,10,1210,1270,1290,1330,1280,2157,2089,1786,1379,1342,0,1,0,0,0
114,0,0,0,3,560,17,1660,1680,1540,1660,1670,1699,1552,1773,1604,1521,0,1,0,0,0
115,0,0,0,3,480,19,1090,1110,1270,1360,1510,1353,1250,1062,1290,1281,0,0,0,0,0
116,0,0,0,0,0,23,1410,1730,1580,1590,1670,939,1287,1071,1432,1929,0,1,0,0,0
117,0,1,0,3,1200,30,3810,3580,3510,3470,3560,3364,2997,3314,3246,3366,0,0,0,0,0
118,0,0,0,5,280,15,1380,1280,1520,1360,1370,1524,980,722,619,1080,0,0,0,0,0
119,0,0,0,2,880,20,1860,1840,1720,1710,1630,1675,1984,1660,1906,1601,0,1,0,0,0
120,0,0,0,1,1680,21,1780,1770,1600,1660,1600,1569,1704,1409,1509,1367,0,0,0,0,0
121,0,0,0,3,440,18,1320,1310,1320,1180,1170,1258,1004,1270,855,634,0,0,0,0,0
122,0,0,0,4,600,20,2160,2270,2260,2350,2260,1756,1531,1782,2181,1869,0,0,0,0,0
123,0,0,0,3,560,15,1470,1230,1420,1680,2010,723,845,992,1239,1480,0,0,0,0,0
124,0,0,0,3,600,24,1790,2370,2740,1480,1360,1420,1237,1205,1114,1176,0,0,0,0,0
125,0,0,0,4,360,17,1270,1390,1440,1230,1190,878,804,932,1028,1235,0,0,0,0,0
126,0,0,0,3,600,22,1790,2010,2010,2020,1900,1701,1896,1961,1776,1839,0,0,0,0,0
127,0,0,0,1,1520,17,1330,1420,1500,1450,1400,1284,1041,904,980,1412,0,0,0,0,0
128,0,0,0,2,840,20,1650,1690,1700,1620,1730,1466,1580,1390,1614,2018,0,0,0,0,0
129,0,0,0,4,480,15,1870,1790,1790,1810,1750,1719,1529,1488,1257,1802,0,0,0,0,0
130,0,0,0,3,520,19,1500,1250,1290,1270,1250,456,585,664,656,833,0,0,0,0,0
131,0,0,0,1,1720,19,1670,1760,1720,1700,1720,1529,1516,1832,1645,1548,0,0,0,0,0
132,0,0,0,4,320,17,1240,1360,1340,1330,1230,1127,1377,1395,1077,1190,0,1,0,0,0
133,0,0,0,3,560,22,1580,1610,1710,1850,1790,2118,1901,2071,2099,1706,0,1,0,0,0
134,0,0,0,8,200,22,1240,1320,1530,1390,1290,1529,1562,1411,1063,1252,0,0,0,0,0
135,0,0,0,3,480,19,1430,1380,1180,1220,1200,1281,1815,1665,1243,1412,0,0,0,0,0
136,0,0,0,6,320,23,1790,1830,1880,1730,1770,2117,2012,1711,1453,1753,0,1,0,0,0
137,0,0,0,4,280,17,1060,1110,1440,1360,1490,1285,1430,1557,1699,1762,0,0,0,0,0
138,0,0,1,3,880,32,2540,2570,2620,2530,2570,2003,2690,2734,3238,2924,0,0,0,0,0
139,0,0,1,6,440,22,2680,2570,2680,2610,2590,2887,2799,2438,2831,2885,1,0,0,0,0
140,0,0,0,2,680,16,1390,1450,1390,1400,1330,1370,1409,1248,1191,1444,0,0,0,0,0
141,0,0,0,3,480,16,1360,1340,1400,1390,1450,2192,1936,1703,1733,1649,0,0,0,0,1
142,0,0,0,5,400,31,1920,1790,1910,1920,1830,2181,1976,1996,2031,1651,1,0,0,0,1
143,0,0,0,4,320,16,1290,1380,1260,1240,1300,1069,1039,807,957,851,0,0,0,0,0
144,0,0,0,4,320,10,1490,1350,1250,1260,1280,842,1135,991,1429,1493,0,0,0,0,1
145,0,0,1,5,360,15,1530,1630,1790,1580,2200,2675,2337,2642,2282,2297,0,0,0,1,0
146,0,0,0,3,560,22,1770,1840,1790,1750,1670,1550,1451,1293,1225,1042,0,0,0,0,0
147,0,0,1,3,800,34,2410,2440,2370,2370,2470,2597,2134,2324,2191,2096,0,0,0,0,0
148,0,0,0,3,440,24,1230,1330,1360,1340,1340,1715,1982,2128,1833,1285,0,0,0,0,0
149,0,0,1,5,440,21,2060,2140,2140,2130,2120,2536,2616,2289,2292,2550,0,0,0,0,0
150,0,1,0,8,480,27,3760,3690,3670,3680,3590,3717,3485,3418,3161,2825,0,0,0,1,0
151,0,0,0,4,400,16,1380,1410,1480,1340,1380,791,594,879,912,1400,0,0,0,0,0
152,0,0,0,7,280,17,2000,1920,1950,1770,1790,1619,1557,1626,1243,1497,0,0,0,0,0
153,0,0,0,6,320,22,1680,1730,1710,1700,1720,1287,1347,1503,1833,1791,0,0,0,0,0
154,0,1,0,2,1760,29,3500,3410,3380,3290,3360,3087,3037,3182,3347,3402,0,0,0,1,0
155,1,0,0,2,1840,28,3630,3580,3530,3680,3700,4208,4211,4019,4123,4151,0,0,0,1,0
156,0,0,1,6,440,23,2720,2600,2510,2480,2630,2274,2027,1589,2115,2633,1,0,0,0,1
157,0,0,0,2,600,31,1180,1150,1140,1240,1090,985,1102,1468,1304,1086,0,1,0,0,0
158,0,0,0,3,680,23,1950,1880,1740,1660,1610,1021,1179,1227,1318,981,0,0,0,0,0
159,0,0,0,2,680,15,1250,1330,1330,1340,1290,1631,1215,1371,1177,1034,0,0,0,0,0
160,0,0,0,6,240,15,1370,1400,1380,1430,1410,1232,1563,1467,1692,1834,0,0,0,0,0
161,0,0,0,2,840,21,1680,1590,1640,1660,1930,1321,1672,1670,1858,2301,0,0,0,0,0
162,0,0,0,5,280,24,1230,1250,1280,1170,1220,1180,990,1015,838,647,0,0,0,0,0
163,0,0,0,5,360,21,1710,1750,1820,1720,1710,1060,1547,1492,1690,1839,0,0,0,0,0
164,0,0,0,2,1000,32,1950,1960,1960,1940,1890,1786,1728,1675,1483,1651,0,0,0,0,0
165,0,0,0,4,320,17,1270,1400,1330,1290,1280,1717,1932,1689,1356,1420,0,0,0,0,0
166,0,0,0,4,320,17,1380,1260,1220,1230,1200,605,657,715,828,742,0,0,0,0,0
167,0,0,0,3,600,23,1760,1790,1830,1850,1930,1534,1361,1701,1377,1813,0,1,0,0,0
168,0,0,0,3,600,16,1660,1640,1720,1730,1760,1379,1755,1691,2018,1921,0,1,0,0,0
169,0,0,0,6,200,17,820,940,1130,1260,1330,1787,1426,1293,1444,1505,0,0,0,0,0
170,0,0,0,5,320,12,1570,1440,1550,1560,1530,1621,1422,1545,1871,1470,0,0,0,0,0
171,0,0,1,8,200,17,1570,1570,1380,1580,1610,1980,2017,1977,2155,2021,0,0,0,0,0
172,0,0,0,3,440,15,1500,1440,1310,1250,1270,1705,1564,1457,1382,1613,0,0,0,0,0
173,0,0,0,5,320,20,1470,1470,1410,1430,1380,1547,1373,1723,1688,1281,0,0,0,0,1
174,0,0,0,4,360,20,1450,1540,1380,1400,1320,1096,931,1467,1144,1629,0,0,0,0,0
175,0,0,0,4,440,21,1720,1700,1770,1700,1630,1357,1013,1483,1721,1506,0,1,0,0,0
176,0,1,0,2,1880,32,3770,3740,3760,3670,3550,3736,3156,3289,3296,3062,0,1,0,1,0
177,0,0,0,4,440,17,1780,1910,1700,1730,1790,1099,1065,1079,1483,1527,0,0,0,0,0
178,0,0,1,3,960,28,2810,2920,2780,2740,2750,2730,3043,2431,1954,2349,0,0,0,1,0
179,0,0,0,1,1400,18,1330,1360,1400,1510,1390,1354,932,1320,915,1045,0,0,0,0,0
180,0,0,1,2,1160,24,2030,2100,2270,2300,2360,2660,2685,2493,2542,2439,0,0,0,0,1
181,0,0,1,1,2560,25,2550,2500,2540,2610,2560,2213,2524,2469,2616,2823,0,1,0,0,0
182,0,0,0,3,440,18,1300,1300,1350,1330,1430,1729,1421,1654,1425,1714,0,0,0,0,0
183,0,0,1,3,880,24,2810,2750,2690,2610,2570,2873,2751,2998,2122,2350,1,0,0,0,0
184,0,0,1,1,2360,30,2620,2540,2470,2330,2380,2706,2610,2700,2756,2483,0,0,0,0,0
185,0,0,0,4,440,19,1880,1660,1650,1680,1660,1641,1490,1318,1627,1778,0,0,0,0,0
186,0,0,0,8,200,12,2000,1320,1390,1450,1070,1649,1678,1433,1317,1164,0,0,0,0,0
187,0,0,0,5,320,19,1570,1530,1430,1460,1480,1326,1534,1634,1725,1920,0,1,0,0,0
188,0,0,0,6,280,15,1610,1650,1860,2070,1670,1677,1354,1447,1514,1274,0,1,0,0,0
189,0,0,0,4,360,16,1360,1320,1440,1400,1280,1570,1522,1589,1312,1189,0,0,0,0,0
190,0,0,0,5,440,24,2140,2190,2120,2010,2100,2086,2047,1171,1314,1898,0,0,0,0,0
191,0,0,0,2,720,15,1280,1350,1290,1440,1420,1934,1608,1492,1652,1773,0,0,0,0,0
192,0,0,0,3,400,19,1260,1190,1050,1220,1210,1371,1337,1085,1459,699,0,0,0,0,0
193,0,0,1,6,360,19,2000,2140,2170,2100,2080,2143,2351,2133,2272,2277,0,0,0,1,0
194,0,0,0,3,600,21,1710,1650,1710,1650,1750,1032,1391,1450,1277,1295,0,1,0,0,0
195,0,0,0,1,1440,23,1430,1450,1460,1430,1440,1804,1907,1963,1732,1452,0,0,0,0,0
196,0,0,1,5,400,16,1830,1820,1780,1750,1810,2077,1980,2259,1749,2071,0,1,0,1,0
197,0,0,0,6,280,16,2020,1820,1830,1640,1550,1633,1954,1743,1380,1666,0,0,0,0,0
198,0,0,0,6,240,12,1420,1290,1430,1300,1370,1191,1108,1087,1626,910,0,0,0,0,0
199,0,0,0,2,720,27,1380,1340,1250,1410,1340,835,1107,1127,1320,1346,0,0,0,0,0
200,0,0,0,3,480,13,1380,1300,1360,1290,1340,1614,1812,1743,1791,1765,0,0,1,0,0
201,0,0,0,7,280,12,1750,1680,1690,1620,1370,874,1477,1262,1525,1652,0,0,0,0,0
202,0,0,0,5,400,23,1800,1730,1730,1790,1820,2273,2015,2316,1730,1654,0,0,0,0,0
203,0,0,0,1,1320,21,1390,1390,1310,1310,1410,1229,928,1010,1372,1796,0,0,0,0,0
204,0,0,0,6,240,16,1240,1370,1430,1380,1160,556,1017,905,1387,1265,0,0,0,0,0
205,0,0,0,2,640,17,940,980,1320,1240,1210,1719,1312,1225,1192,919,0,0,0,0,0
206,0,0,1,4,440,24,1680,1690,1720,1920,1900,1964,2560,2464,2096,2232,0,0,0,1,0
207,0,0,0,3,480,16,1570,1540,1420,1440,1390,1493,2176,2321,2165,1566,0,0,0,0,0
208,0,0,0,3,600,18,1710,1720,1760,1800,1730,1745,1767,1483,1277,1026,0,0,0,0,1
209,0,0,1,1,2000,25,2000,2060,2230,2350,2210,1931,2479,2139,2395,2325,0,0,0,1,0
210,0,0,1,1,1360,19,1600,1340,1720,1890,1900,1843,2443,2298,1807,2002,0,0,0,1,0
211,0,0,0,4,360,14,1310,1330,1320,1250,1290,600,600,1033,1226,1482,0,0,0,0,0
212,0,0,0,4,440,13,1880,1700,1300,1370,1730,1482,1991,2011,1951,1832,0,0,0,0,0
213,0,0,1,7,320,23,1950,2030,2040,2160,2130,2385,2527,2608,2181,2077,0,0,0,0,0
214,0,0,1,1,2640,25,2650,2630,2570,2570,2510,2707,2892,2311,2205,2498,1,0,0,0,0
215,0,1,0,4,920,29,3610,3620,3700,3700,3700,3709,3939,3774,3614,3366,0,1,0,0,0
216,0,0,0,3,560,19,1640,1750,1680,1680,1740,1715,1615,1881,1944,1497,0,0,0,0,1
217,0,1,0,0,0,29,3790,3850,3890,4020,3910,3684,3714,3625,4313,4333,0,0,0,1,0
218,0,0,0,3,520,22,1320,1310,1330,1450,1430,1540,1530,1457,1292,1910,0,0,0,0,0
219,0,0,0,4,480,22,1700,1790,1850,1810,1670,1542,1351,1400,1407,1617,0,0,0,0,0
220,0,0,1,3,1000,17,2970,2970,2940,3130,2930,2731,2593,2733,3123,3134,0,0,0,1,0
221,0,0,1,4,440,13,1850,1840,1780,1730,1740,2304,2251,2091,1993,1547,0,0,0,0,0
222,0,0,0,4,600,20,2610,2390,2600,2180,2360,1467,1511,1801,1954,1889,0,0,0,0,0
223,0,0,0,7,200,18,1490,1660,1550,1290,1320,1435,1116,1173,1692,1631,0,0,0,0,1
224,0,0,0,7,280,26,1700,1660,1830,1960,1920,1800,1709,1572,1832,2243,0,0,0,0,0
225,0,0,0,5,320,17,1370,1410,1470,1190,1180,1191,935,697,831,594,0,0,0,0,0
226,0,0,0,3,520,30,1460,1520,1500,1410,1450,1979,1828,1848,2076,1553,0,0,0,0,0
227,0,0,0,4,360,18,1350,1340,1360,1400,1270,1114,1348,1179,1405,1163,0,0,0,0,0
228,0,0,0,1,1800,12,1780,1780,1790,1760,1820,1704,1881,1896,1956,1993,0,0,0,0,0
229,0,0,0,1,2080,23,2000,1940,2060,2010,1810,1890,2090,1758,1506,1652,0,0,0,0,0
230,0,0,0,3,520,22,1470,1340,1450,1370,1390,664,896,960,1322,1457,0,0,0,0,0
231,0,0,0,4,320,17,1260,1260,1150,1180,1190,1005,1144,1122,1068,270,0,1,0,0,0
232,0,0,0,7,200,16,1250,1200,1560,1380,1380,1531,1518,1190,1323,1832,0,1,0,0,0
233,0,0,1,3,840,17,2540,2540,2600,2480,2520,3152,2794,2854,2609,2487,0,0,0,1,0
234,0,0,1,4,720,29,2540,2600,2660,2760,2800,2642,2301,2452,2617,2976,1,0,0,0,1
235,0,0,0,5,320,22,1430,1430,1490,1480,1530,1127,1922,1745,2046,1911,0,0,0,0,0
236,0,0,0,5,360,17,1300,1070,1330,1640,1320,1710,1665,1821,2053,1372,0,0,0,0,0
237,0,0,0,6,240,16,950,1130,1060,1350,1300,1053,1429,1021,1026,1319,0,0,0,0,0
238,0,0,0,4,400,13,1460,1430,1480,1560,1560,1236,1552,1452,1760,1766,0,0,0,0,0
239,0,0,0,9,0,11,1240,1160,1300,1260,1120,1063,1316,1337,1234,766,0,0,0,0,0
240,0,0,0,4,320,10,1410,1140,1220,1250,1310,1622,1359,1206,1368,1570,0,0,0,0,0
241,0,0,0,7,200,19,1110,1180,1060,1150,1380,944,1218,1202,1297,1107,0,0,0,0,0
242,0,0,0,4,400,12,1390,1500,1490,1410,1500,1300,1790,1753,1778,1435,0,0,0,0,0
243,0,0,0,3,480,14,1360,1240,1190,1120,1470,1622,1395,1565,1477,1136,0,0,0,0,0
244,0,0,0,3,600,18,1720,1730,1750,1750,1790,1992,2255,1901,1634,1606,0,0,0,0,0
245,0,0,1,6,320,26,1670,1600,1780,1780,1760,1945,1944,2042,2049,2096,0,0,0,0,0
246,0,0,1,6,440,20,2680,2580,2550,2370,2370,2299,1816,1972,1762,2314,0,0,0,0,0
247,0,0,0,11,0,16,1250,1310,970,1150,1130,1990,2352,1361,1044,690,0,0,0,0,0
248,0,0,0,3,400,22,1560,1470,1330,1090,1140,852,911,768,1042,1130,0,0,0,0,1
249,0,0,0,4,400,18,1500,1420,1460,1500,1620,1901,1617,1590,1824,2277,0,0,0,0,0
250,0,0,0,2,920,22,1770,1800,1740,1660,1780,1412,1227,1609,1748,1961,0,0,0,0,0
251,0,0,0,10,200,27,1890,1810,1710,1680,1600,1737,1833,2205,1704,1650,0,0,0,0,0
252,0,1,0,2,1280,25,2510,2490,2270,2740,3250,3070,2942,3146,2972,2950,0,0,0,1,0
253,0,1,0,2,1360,26,2230,3230,2960,2700,2790,2945,3009,3235,2861,3137,1,0,0,1,0
254,0,0,1,3,800,23,2560,2390,2390,2260,2120,2453,2266,2379,2363,2176,1,0,0,1,0
